Time [s],Value,Parity Error,Framing Error
0.859592580000000,0x18,,
0.859602660000000,0xE3,,
0.859612740000000,0x18,,
0.859622800000000,0xE3,,
0.859632880000000,0x18,,
0.859642960000000,0xE3,,
0.859653040000000,0x18,,
0.859663120000000,0xE3,,
0.859673200000000,0x18,,
0.859683280000000,0xE3,,
0.859693360000000,0x18,,
0.859703440000000,0xE3,,
0.859713520000000,0x18,,
0.859723600000000,0xE3,,
0.859733680000000,0x18,,
0.859743760000000,0xE3,,
0.859753840000000,0x18,,
0.859763920000000,0xE3,,
0.859774000000000,0x18,,
0.859784080000000,0xE3,,
0.859794160000000,0x18,,
0.859804240000000,0xE3,,
0.859814320000000,0x18,,
0.859824400000000,0xE3,,
0.859834480000000,0x18,,
0.859844560000000,0xE3,,
0.859854640000000,0x18,,
0.859864720000000,0xE3,,
0.859874800000000,0x18,,
0.859884880000000,0xE3,,
0.859894960000000,0x18,,
0.859905040000000,0xE3,,
0.859915120000000,0x18,,
0.859925200000000,0xE3,,
0.859935280000000,0x18,,
0.859945360000000,0xE3,,
0.859955440000000,0x18,,
0.859965520000000,0xE3,,
0.859975600000000,0x18,,
0.859985680000000,0xE3,,
0.859995760000000,0x18,,
0.860005840000000,0xE3,,
0.860015920000000,0x18,,
0.860026000000000,0xE3,,
0.860036080000000,0x18,,
0.860046160000000,0xE3,,
0.860056240000000,0x18,,
0.860066320000000,0xE3,,
0.860076400000000,0x18,,
0.860086480000000,0xE3,,
0.860096560000000,0x18,,
0.860106640000000,0xE3,,
0.860116720000000,0x18,,
0.860126800000000,0xE3,,
0.860136880000000,0x18,,
0.860146960000000,0xE3,,
0.860157040000000,0x18,,
0.860167120000000,0xE3,,
0.860177200000000,0x18,,
0.860187280000000,0xE3,,
0.860197360000000,0x18,,
0.860207440000000,0xE3,,
0.860217520000000,0x18,,
0.860227600000000,0xE3,,
0.860237680000000,0x18,,
0.860247760000000,0xE3,,
0.860257840000000,0x18,,
0.860267920000000,0xE3,,
0.860278000000000,0x18,,
0.860288080000000,0xE3,,
0.860298160000000,0x18,,
0.860308240000000,0xE3,,
0.860318320000000,0x18,,
0.860328400000000,0xE3,,
0.860338480000000,0x18,,
0.860348560000000,0xE3,,
0.860358640000000,0x18,,
0.860368720000000,0xE3,,
0.860378800000000,0x18,,
0.860388880000000,0xE3,,
0.860398960000000,0x18,,
0.860409040000000,0xE3,,
0.860419120000000,0x18,,
0.860429200000000,0xE3,,
0.860439280000000,0x18,,
0.860449360000000,0xE3,,
0.860459440000000,0x18,,
0.860469520000000,0xE3,,
0.860479600000000,0x18,,
0.860489680000000,0xE3,,
0.860499760000000,0x18,,
0.860509840000000,0xE3,,
0.860519920000000,0x18,,
0.860530000000000,0xE3,,
0.860540080000000,0x18,,
0.860550160000000,0xE3,,
0.860560240000000,0x18,,
0.860570320000000,0xE3,,
0.860580400000000,0x18,,
0.860590480000000,0xE3,,
0.860600560000000,0x18,,
0.860610640000000,0xE3,,
0.860620720000000,0x18,,
0.860630800000000,0xE3,,
0.860640880000000,0x18,,
0.860650960000000,0xE3,,
0.860661040000000,0x18,,
0.860671120000000,0xE3,,
0.860681200000000,0x18,,
0.860691280000000,0xE3,,
0.860701360000000,0x18,,
0.860711440000000,0xE3,,
0.860721520000000,0x18,,
0.860731600000000,0xE3,,
0.860741680000000,0x18,,
0.860751760000000,0xE3,,
0.860761840000000,0x18,,
0.860771920000000,0xE3,,
0.860782000000000,0x18,,
0.860792080000000,0xE3,,
0.860802160000000,0x18,,
0.860812240000000,0xE3,,
0.860822320000000,0x18,,
0.860832400000000,0xE3,,
0.860842480000000,0x18,,
0.860852560000000,0xE3,,
0.860862640000000,0x18,,
0.860872720000000,0xE3,,
0.860882800000000,0x18,,
0.860892880000000,0xE3,,
0.860902960000000,0x18,,
0.860913040000000,0xE3,,
0.860923120000000,0x18,,
0.860933200000000,0xE3,,
0.860943280000000,0x18,,
0.860953360000000,0xE3,,
0.860963440000000,0x18,,
0.860973520000000,0xE3,,
0.860983600000000,0x18,,
0.860993680000000,0xE3,,
0.861003760000000,0x18,,
0.861013840000000,0xE3,,
0.861023900000000,0x18,,
0.861033980000000,0xE3,,
0.861044060000000,0x18,,
0.861054140000000,0xE3,,
0.861064220000000,0x18,,
0.861074300000000,0xE3,,
0.861084380000000,0x18,,
0.861094460000000,0xE3,,
0.861104540000000,0x18,,
0.861114620000000,0xE3,,
0.861124700000000,0x18,,
0.861134780000000,0xE3,,
0.861144860000000,0x18,,
0.861154940000000,0xE3,,
0.861165020000000,0x18,,
0.861175100000000,0xE3,,
0.861185180000000,0x18,,
0.861195260000000,0xE3,,
0.861205340000000,0x18,,
0.861215420000000,0xE3,,
0.861225500000000,0x18,,
0.861235580000000,0xE3,,
0.861245660000000,0x18,,
0.861255740000000,0xE3,,
0.861265820000000,0x18,,
0.861275900000000,0xE3,,
0.861285980000000,0x18,,
0.861296060000000,0xE3,,
0.861306140000000,0x18,,
0.861316220000000,0xE3,,
0.861326300000000,0x18,,
0.861336380000000,0xE3,,
0.861346460000000,0x18,,
0.861356540000000,0xE3,,
0.861366620000000,0x18,,
0.861376700000000,0xE3,,
0.861386780000000,0x18,,
0.861396860000000,0xE3,,
0.861406940000000,0x18,,
0.861417020000000,0xE3,,
0.861427100000000,0x18,,
0.861437180000000,0xE3,,
0.861447260000000,0x18,,
0.861457340000000,0xE3,,
0.861467420000000,0x18,,
0.861477500000000,0xE3,,
0.861487580000000,0x18,,
0.861497660000000,0xE3,,
0.861507740000000,0x18,,
0.861517820000000,0xE3,,
0.861527900000000,0x18,,
0.861537980000000,0xE3,,
0.861548060000000,0x18,,
0.861558140000000,0xE3,,
0.861568220000000,0x18,,
0.861578300000000,0xE3,,
0.861588380000000,0x18,,
0.861598460000000,0xE3,,
0.861608540000000,0x18,,
0.861618620000000,0xE3,,
0.861628700000000,0x18,,
0.861638780000000,0xE3,,
0.861648860000000,0x18,,
0.861658940000000,0xE3,,
0.861669020000000,0x18,,
0.861679100000000,0xE3,,
0.861689180000000,0x18,,
0.861699260000000,0xE3,,
0.861709340000000,0x18,,
0.861719420000000,0xE3,,
0.861729500000000,0x18,,
0.861739580000000,0xE3,,
0.861749660000000,0x18,,
0.861759740000000,0xE3,,
0.861769820000000,0x18,,
0.861779900000000,0xE3,,
0.861789980000000,0x18,,
0.861800060000000,0xE3,,
0.861810140000000,0x18,,
0.861820220000000,0xE3,,
0.861830300000000,0x18,,
0.861840380000000,0xE3,,
0.861850460000000,0x18,,
0.861860540000000,0xE3,,
0.861870620000000,0x18,,
0.861880700000000,0xE3,,
0.861890780000000,0x18,,
0.861900860000000,0xE3,,
0.861910940000000,0x18,,
0.861921020000000,0xE3,,
0.861931100000000,0x18,,
0.861941180000000,0xE3,,
0.861951260000000,0x18,,
0.861961340000000,0xE3,,
0.861971420000000,0x18,,
0.861981500000000,0xE3,,
0.861991580000000,0x18,,
0.862001660000000,0xE3,,
0.862011740000000,0x18,,
0.862021820000000,0xE3,,
0.862031900000000,0x18,,
0.862041980000000,0xE3,,
0.862052060000000,0x18,,
0.862062140000000,0xE3,,
0.862072220000000,0x18,,
0.862082300000000,0xE3,,
0.862092380000000,0x18,,
0.862102460000000,0xE3,,
0.862112540000000,0x18,,
0.862122620000000,0xE3,,
0.862132700000000,0x18,,
0.862142780000000,0xC3,,
0.862152860000000,0x18,,
0.862162940000000,0xE3,,
0.862173020000000,0x18,,
0.862183100000000,0xE3,,
0.862193180000000,0x18,,
0.862203260000000,0xC3,,
0.862213340000000,0x18,,
0.862223420000000,0xE3,,
0.862233500000000,0x18,,
0.862243580000000,0xE3,,
0.862253660000000,0x18,,
0.862263740000000,0xE3,,
0.862273820000000,0x18,,
0.862283900000000,0xE3,,
0.862293980000000,0x18,,
0.862304060000000,0xE3,,
0.862314120000000,0x18,,
0.862324200000000,0xE3,,
0.862334280000000,0x18,,
0.862344360000000,0xE3,,
0.862354440000000,0x18,,
0.862364520000000,0xE3,,
0.862374600000000,0x18,,
0.862384680000000,0xE3,,
0.862394760000000,0x18,,
0.862404840000000,0xE3,,
0.862414920000000,0x18,,
0.862425000000000,0xE3,,
0.862435080000000,0x18,,
0.862445160000000,0xC3,,
0.862455240000000,0x18,,
0.862465320000000,0xC3,,
0.862475400000000,0x18,,
0.862485480000000,0xC3,,
0.862495560000000,0x18,,
0.862505640000000,0xC3,,
0.862515720000000,0x18,,
0.862525800000000,0xC3,,
0.862535880000000,0x18,,
0.862545960000000,0xE3,,
0.862556040000000,0x18,,
0.862566120000000,0xE3,,
0.862576200000000,0x18,,
0.862586280000000,0xC3,,
0.862596360000000,0x18,,
0.862606440000000,0xC3,,
0.862616520000000,0x18,,
0.862626600000000,0xC3,,
0.862636680000000,0x18,,
0.862646760000000,0xC3,,
0.862656840000000,0x18,,
0.862666920000000,0xC3,,
0.862677000000000,0x18,,
0.862687080000000,0xC3,,
0.862697160000000,0x18,,
0.862707240000000,0xC3,,
0.862717320000000,0x18,,
0.862727400000000,0xC3,,
0.862737480000000,0x18,,
0.862747560000000,0xC3,,
0.862757640000000,0x18,,
0.862767720000000,0xC3,,
0.862777800000000,0x18,,
0.862787880000000,0xC3,,
0.862797960000000,0x18,,
0.862808040000000,0xC3,,
0.862818120000000,0x18,,
0.862828200000000,0xC3,,
0.862838280000000,0x18,,
0.862848360000000,0xC3,,
0.862858440000000,0x18,,
0.862868520000000,0xC3,,
0.862878600000000,0x18,,
0.862888680000000,0xC3,,
0.862898760000000,0x18,,
0.862908840000000,0xC3,,
0.862918920000000,0x18,,
0.862929000000000,0xC3,,
0.862939080000000,0x18,,
0.862949160000000,0xC3,,
0.862959240000000,0x18,,
0.862969320000000,0xC3,,
0.862979400000000,0x18,,
0.862989480000000,0xC3,,
0.862999560000000,0x18,,
0.863009640000000,0xC3,,
0.863019720000000,0x18,,
0.863029800000000,0xC3,,
0.863039880000000,0x18,,
0.863049960000000,0xC3,,
0.863060040000000,0x18,,
0.863070120000000,0xC3,,
0.863080200000000,0x18,,
0.863090280000000,0xC3,,
0.863100360000000,0x18,,
0.863110440000000,0xC3,,
0.863120520000000,0x18,,
0.863130600000000,0xC3,,
0.863140680000000,0x18,,
0.863150760000000,0xC3,,
0.863160840000000,0x18,,
0.863170920000000,0xC3,,
0.863181000000000,0x18,,
0.863191080000000,0xC3,,
0.863201160000000,0x18,,
0.863211240000000,0xC3,,
0.863221320000000,0x18,,
0.863231400000000,0xC3,,
0.863241480000000,0x18,,
0.863251560000000,0xC3,,
0.863261640000000,0x18,,
0.863271720000000,0xC3,,
0.863281800000000,0x18,,
0.863291880000000,0xC3,,
0.863301960000000,0x18,,
0.863312040000000,0xC3,,
0.863322120000000,0x18,,
0.863332200000000,0xC3,,
0.863342280000000,0x18,,
0.863352360000000,0xC3,,
0.863362440000000,0x18,,
0.863372520000000,0xC3,,
0.863382600000000,0x18,,
0.863392680000000,0xC3,,
0.863402760000000,0x18,,
0.863412840000000,0xC3,,
0.863422920000000,0x18,,
0.863433000000000,0xC3,,
0.863443080000000,0x18,,
0.863453160000000,0xC3,,
0.863463240000000,0x18,,
0.863473320000000,0xC3,,
0.863483400000000,0x18,,
0.865499200000000,0xC3,,
0.865509280000000,0x18,,
0.865519360000000,0x00,,
0.865529440000000,0x00,,
0.865539520000000,0x00,,
0.865549600000000,0x00,,
0.865559680000000,0x00,,
0.865569760000000,0x00,,
0.865579840000000,0xE3,,
0.865589920000000,0x18,,
0.865600000000000,0xC3,,
0.865610080000000,0x18,,
0.865620160000000,0xC3,,
0.865630240000000,0x18,,
0.865640320000000,0xC3,,
0.865650400000000,0x18,,
0.865660480000000,0xC3,,
0.865670560000000,0x18,,
0.865680640000000,0xC3,,
0.865690720000000,0x18,,
0.865700800000000,0xC3,,
0.865710880000000,0x18,,
0.865720960000000,0xE3,,
0.865731040000000,0x18,,
0.865741120000000,0xE3,,
0.865751200000000,0x18,,
0.865761280000000,0xE3,,
0.865771360000000,0x18,,
0.865781440000000,0xE3,,
0.865791520000000,0x18,,
0.865801600000000,0xE3,,
0.865811680000000,0x18,,
0.865821760000000,0xE3,,
0.865831840000000,0x18,,
0.865841920000000,0xE3,,
0.865852000000000,0x18,,
0.865862080000000,0xE3,,
0.865872160000000,0x18,,
0.865882240000000,0xE3,,
0.865892320000000,0x18,,
0.865902400000000,0xE3,,
0.865912480000000,0x18,,
0.865922560000000,0xE3,,
0.865932640000000,0x18,,
0.865942720000000,0xE3,,
0.865952800000000,0x18,,
0.865962880000000,0xE3,,
0.865972960000000,0x18,,
0.865983040000000,0xE3,,
0.865993120000000,0x18,,
0.866003200000000,0xE3,,
0.866013280000000,0x18,,
0.866023360000000,0xE3,,
0.866033440000000,0x18,,
0.866043520000000,0xE3,,
0.866053600000000,0x18,,
0.866063680000000,0xE3,,
0.866073760000000,0x18,,
0.866083840000000,0xE3,,
0.866093920000000,0x18,,
0.866104000000000,0xE3,,
0.866114080000000,0x18,,
0.866124160000000,0xE3,,
0.866134240000000,0x18,,
0.866144320000000,0xE3,,
0.866154400000000,0x18,,
0.866164480000000,0xE3,,
0.866174560000000,0x18,,
0.866184640000000,0xE3,,
0.866194720000000,0x18,,
0.866204800000000,0xE3,,
0.866214880000000,0x18,,
0.866224960000000,0xE3,,
0.866235040000000,0x18,,
0.866245120000000,0xE3,,
0.866255200000000,0x18,,
0.866265260000000,0xE3,,
0.866275340000000,0x18,,
0.866285420000000,0xE3,,
0.866295500000000,0x18,,
0.866305580000000,0xE3,,
0.866315660000000,0x18,,
0.866325740000000,0xE3,,
0.866335820000000,0x18,,
0.866345900000000,0xE3,,
0.866355980000000,0x18,,
0.866366060000000,0xE3,,
0.866376140000000,0x18,,
0.866386220000000,0xE3,,
0.866396300000000,0x18,,
0.866406380000000,0xE3,,
0.866416460000000,0x18,,
0.866426540000000,0xE3,,
0.866436620000000,0x18,,
0.866446700000000,0xE3,,
0.866456780000000,0x18,,
0.866466860000000,0xE3,,
0.866476940000000,0x18,,
0.866487020000000,0xE3,,
0.866497100000000,0x18,,
0.866507180000000,0xE3,,
0.866517260000000,0x18,,
0.866527340000000,0xE3,,
0.866537420000000,0x18,,
0.866547500000000,0xE3,,
0.866557580000000,0x18,,
0.866567660000000,0xE3,,
0.866577740000000,0x18,,
0.866587820000000,0xE3,,
0.866597900000000,0x18,,
0.866607980000000,0xE3,,
0.866618060000000,0x18,,
0.866628140000000,0xE3,,
0.866638220000000,0x18,,
0.866648300000000,0xE3,,
0.866658380000000,0x18,,
0.866668460000000,0xE3,,
0.866678540000000,0x18,,
0.866688620000000,0xE3,,
0.866698700000000,0x18,,
0.866708780000000,0xE3,,
0.866718860000000,0x18,,
0.866728940000000,0xE3,,
0.866739020000000,0x18,,
0.866749100000000,0xE3,,
0.866759180000000,0x18,,
0.866769260000000,0xE3,,
0.866779340000000,0x18,,
0.866789420000000,0xE3,,
0.866799500000000,0x18,,
0.866809580000000,0xE3,,
0.866819660000000,0x18,,
0.866829740000000,0xE3,,
0.866839820000000,0x18,,
0.866849900000000,0xE3,,
0.866859980000000,0x18,,
0.866870060000000,0xE3,,
0.866880140000000,0x18,,
0.866890220000000,0xE3,,
0.866900300000000,0x18,,
0.866910380000000,0xE3,,
0.866920460000000,0x18,,
0.866930540000000,0xE3,,
0.866940620000000,0x18,,
0.866950700000000,0xE3,,
0.866960780000000,0x18,,
0.866970860000000,0xE3,,
0.866980940000000,0x18,,
0.866991020000000,0xE3,,
0.867001100000000,0x18,,
0.867011180000000,0xE3,,
0.867021260000000,0x18,,
0.867031340000000,0xE3,,
0.867041420000000,0x18,,
0.867051500000000,0xE3,,
0.867061580000000,0x18,,
0.867071660000000,0xE3,,
0.867081740000000,0x18,,
0.867091820000000,0xE3,,
0.867101900000000,0x18,,
0.867111980000000,0xE3,,
0.867122060000000,0x18,,
0.867132140000000,0xE3,,
0.867142220000000,0x18,,
0.867152300000000,0xE3,,
0.867162380000000,0x18,,
0.867172460000000,0xE3,,
0.867182540000000,0x18,,
0.867192620000000,0xE3,,
0.867202700000000,0x18,,
0.867212780000000,0xE3,,
0.867222860000000,0x18,,
0.867232940000000,0xE3,,
0.867243020000000,0x18,,
0.867253100000000,0xE3,,
0.867263180000000,0x18,,
0.867273260000000,0xE3,,
0.867283340000000,0x18,,
0.867293420000000,0xE3,,
0.867303500000000,0x18,,
0.867313580000000,0xE3,,
0.867323660000000,0x18,,
0.867333740000000,0xE3,,
0.867343820000000,0x18,,
0.867353900000000,0xE3,,
0.867363980000000,0x18,,
0.867374060000000,0xE3,,
0.867384140000000,0x18,,
0.867394220000000,0xE3,,
0.867404300000000,0x18,,
0.867414380000000,0xE3,,
0.867424460000000,0x18,,
0.867434540000000,0xE3,,
0.867444620000000,0x18,,
0.867454700000000,0xE3,,
0.867464780000000,0x18,,
0.867474860000000,0xE3,,
0.867484940000000,0x18,,
0.867495020000000,0xE3,,
0.867505100000000,0x18,,
0.867515180000000,0xE3,,
0.867525260000000,0x18,,
0.867535340000000,0xE3,,
0.867545420000000,0x18,,
0.867555500000000,0xE3,,
0.867565580000000,0x18,,
0.867575640000000,0xE3,,
0.867585740000000,0x18,,
0.867595820000000,0xE3,,
0.867605900000000,0x18,,
0.867615960000000,0xE3,,
0.867626040000000,0x18,,
0.867636120000000,0xE3,,
0.867646200000000,0x18,,
0.867656280000000,0xE3,,
0.867666360000000,0x18,,
0.867676440000000,0xE3,,
0.867686520000000,0x18,,
0.867696600000000,0xE3,,
0.867706680000000,0x18,,
0.867716760000000,0xE3,,
0.867726840000000,0x18,,
0.867736920000000,0xE3,,
0.867747000000000,0x18,,
0.867757080000000,0xE3,,
0.867767160000000,0x18,,
0.867777240000000,0xE3,,
0.867787320000000,0x18,,
0.867797400000000,0xE3,,
0.867807480000000,0x18,,
0.867817560000000,0xE3,,
0.867827640000000,0x18,,
0.867837720000000,0xE3,,
0.867847800000000,0x18,,
0.867857880000000,0xE3,,
0.867867960000000,0x18,,
0.867878040000000,0xE3,,
0.867888120000000,0x18,,
0.867898200000000,0xE3,,
0.867908280000000,0x18,,
0.867918360000000,0xE3,,
0.867928440000000,0x18,,
0.867938520000000,0xE3,,
0.867948600000000,0x18,,
0.867958680000000,0xE3,,
0.867968760000000,0x18,,
0.867978840000000,0xE3,,
0.867988920000000,0x18,,
0.867999000000000,0xE3,,
0.868009080000000,0x18,,
0.868019160000000,0xE3,,
0.868029240000000,0x18,,
0.868039320000000,0xE3,,
0.868049400000000,0x18,,
0.868059480000000,0xE3,,
0.868069560000000,0x18,,
0.868079640000000,0xE3,,
0.868089720000000,0x18,,
0.868099800000000,0xE3,,
0.868109880000000,0x18,,
0.868119960000000,0xE3,,
0.868130040000000,0x18,,
0.868140120000000,0xE3,,
0.868150200000000,0x18,,
0.868160280000000,0xE3,,
0.868170360000000,0x18,,
0.868180440000000,0xE3,,
0.868190520000000,0x18,,
0.868200600000000,0xE3,,
0.868210680000000,0x18,,
0.868220760000000,0xE3,,
0.868230840000000,0x18,,
0.868240920000000,0xE3,,
0.868251000000000,0x18,,
0.868261080000000,0xE3,,
0.868271160000000,0x18,,
0.868281240000000,0xE3,,
0.868291320000000,0x18,,
0.868301400000000,0xE3,,
0.868311480000000,0x18,,
0.868321560000000,0xE3,,
0.868331640000000,0x18,,
0.868341720000000,0xE3,,
0.868351800000000,0x18,,
0.868361880000000,0xE3,,
0.868371960000000,0x18,,
0.868382040000000,0xE3,,
0.868392120000000,0x18,,
0.868402200000000,0xE3,,
0.868412280000000,0x18,,
0.868422360000000,0xE3,,
0.868432440000000,0x18,,
0.868442520000000,0xE3,,
0.868452600000000,0x18,,
0.868462680000000,0xE3,,
0.868472760000000,0x18,,
0.868482840000000,0xE3,,
0.868492920000000,0x18,,
0.868503000000000,0xE3,,
0.868513080000000,0x18,,
0.868523160000000,0xE3,,
0.868533240000000,0x18,,
0.868543320000000,0xE3,,
0.868553400000000,0x18,,
0.868563480000000,0xE3,,
0.868573560000000,0x18,,
0.868583640000000,0xE3,,
